航空公司,航班号,进机位时间,出机位时间,属性,航班任务,机型,最大旅客数
5J,6194,2016-7-10 0:55:00,2016-7-10 1:40:00,国际,Y,320,312
CZ,6195,2016-7-9 22:10:00,2016-7-10 1:40:00,国际,Y,773,1100
NH,6196,2016-7-10 1:10:00,2016-7-10 2:30:00,国际,I,763,538
FD,6197,2016-7-10 2:00:00,2016-7-10 2:50:00,国际,Y,320,312
TK,6198,2016-7-10 0:50:00,2016-7-10 2:50:00,国际,I,33F,
CF,6199,2016-7-9 7:50:00,2016-7-10 2:50:00,国内,I,733,298
O8,6200,2016-7-10 2:00:00,2016-7-10 3:00:00,国际,Y,733,298
AK,6201,2016-7-10 2:00:00,2016-7-10 3:00:00,国际,Y,320,312
TZ,6202,2016-7-10 2:05:00,2016-7-10 3:45:00,国际,Y,789,750
KE,6203,2016-7-10 1:25:00,2016-7-10 4:00:00,国际,I,74Y,
NN,6204,2016-7-10 1:05:00,2016-7-10 4:05:00,国际,Y,772,752
O8,6205,2016-7-10 4:50:00,2016-7-10 5:50:00,国际,Y,738,378
AK,6206,2016-7-10 5:05:00,2016-7-10 5:55:00,国际,Y,320,312
PR,6207,2016-7-10 5:00:00,2016-7-10 6:10:00,国际,Y,320,312
AQ,6208,2016-7-10 1:00:00,2016-7-10 6:15:00,国内,Y,738,378
AQ,6209,2016-7-9 0:10:00,2016-7-10 6:15:00,国内,Y,73H,238
AQ,6210,2016-7-10 1:10:00,2016-7-10 6:20:00,国内,Y,738,378
ZH,6211,2016-7-9 23:50:00,2016-7-10 6:20:00,国内,Y,320,312
CZ,6212,2016-7-8 8:55:00,2016-7-10 6:20:00,国内,O,77F,
CF,6213,2016-7-10 5:30:00,2016-7-10 6:25:00,国内,I,73Y,298
HU,6214,2016-7-9 21:30:00,2016-7-10 6:25:00,国内,Y,73W,298
AQ,6215,2016-7-9 1:05:00,2016-7-10 6:25:00,国内,Y,738,378
CZ,6216,2016-7-3 4:30:00,2016-7-10 6:25:00,国际,I,77F,
CZ,6217,2016-7-10 4:30:00,2016-7-10 6:30:00,国际,I,77F,
MU,6218,2016-7-10 0:10:00,2016-7-10 6:30:00,国内,Y,73G,268
CZ,6219,2016-7-9 20:05:00,2016-7-10 6:30:00,国内,Y,73G,268
AQ,6220,2016-7-10 1:00:00,2016-7-10 6:35:00,国内,Y,738,378
JD,6221,2016-7-9 23:05:00,2016-7-10 6:35:00,国内,Y,319,252
CZ,6222,2016-7-9 20:20:00,2016-7-10 6:35:00,国内,Y,320,312
MU,6223,2016-7-10 0:45:00,2016-7-10 6:40:00,国内,Y,32V,312
HO,6224,2016-7-10 0:45:00,2016-7-10 6:40:00,国内,Y,320,312
CZ,6225,2016-7-9 23:45:00,2016-7-10 6:40:00,国内,Y,73W,298
CZ,6226,2016-7-9 23:25:00,2016-7-10 6:40:00,国内,Y,738,378
KY,6227,2016-7-10 0:50:00,2016-7-10 6:45:00,国内,Y,73G,268
9C,6228,2016-7-10 0:30:00,2016-7-10 6:45:00,国内,Y,32V,312
CZ,6229,2016-7-9 22:50:00,2016-7-10 6:45:00,国内,Y,321,362
CA,6230,2016-7-9 19:50:00,2016-7-10 6:45:00,国内,Y,73G,268
YT,6231,2016-7-9 17:45:00,2016-7-10 6:45:00,国内,5,73G,268
FX,6232,2016-7-10 2:40:00,2016-7-10 6:50:00,国际,I,M1F,238
CZ,6233,2016-7-10 1:50:00,2016-7-10 6:50:00,国内,Y,319,252
ZH,6234,2016-7-9 22:40:00,2016-7-10 6:50:00,国内,Y,320,312
MU,6235,2016-7-9 16:40:00,2016-7-10 6:50:00,国内,Y,738,378
HO,6236,2016-7-10 1:20:00,2016-7-10 6:55:00,国内,Y,32V,312
JD,6237,2016-7-9 19:50:00,2016-7-10 6:55:00,国内,Y,320,312
YT,6238,2016-7-9 13:00:00,2016-7-10 6:55:00,国内,V,G55,
HU,6239,2016-7-10 1:15:00,2016-7-10 7:00:00,国内,Y,73G,268
ZH,6240,2016-7-9 23:30:00,2016-7-10 7:00:00,国内,Y,738,378
CZ,6241,2016-7-9 23:20:00,2016-7-10 7:00:00,国内,Y,320,312
CZ,6242,2016-7-9 22:15:00,2016-7-10 7:00:00,国内,Y,32V,312
CA,6243,2016-7-10 1:05:00,2016-7-10 7:05:00,国内,Y,73W,298
CZ,6244,2016-7-9 23:40:00,2016-7-10 7:05:00,国内,Y,319,252
CZ,6245,2016-7-9 23:35:00,2016-7-10 7:05:00,国内,Y,738,378
CZ,6246,2016-7-8 22:15:00,2016-7-10 7:05:00,国内,Y,E90,140
HU,6247,2016-7-9 23:05:00,2016-7-10 7:10:00,国内,Y,738,378
CZ,6248,2016-7-9 22:45:00,2016-7-10 7:10:00,国际,D,738,378
CZ,6249,2016-7-9 22:35:00,2016-7-10 7:10:00,国内,Y,319,252
ZH,6250,2016-7-9 22:25:00,2016-7-10 7:10:00,国内,Y,320,312
ZH,6251,2016-7-9 22:30:00,2016-7-10 7:15:00,国内,Y,320,312
CZ,6252,2016-7-9 20:20:00,2016-7-10 7:15:00,国内,Y,319,252
ZH,6253,2016-7-9 23:40:00,2016-7-10 7:20:00,国内,Y,319,252
HU,6254,2016-7-9 22:55:00,2016-7-10 7:20:00,国内,Y,73G,268
CZ,6255,2016-7-9 22:10:00,2016-7-10 7:20:00,国内,Y,319,252
MU,6256,2016-7-10 1:10:00,2016-7-10 7:25:00,国内,Y,738,378
ZH,6257,2016-7-10 0:35:00,2016-7-10 7:25:00,国内,Y,320,312
JD,6258,2016-7-10 0:35:00,2016-7-10 7:25:00,国内,Y,320,312
CZ,6259,2016-7-9 22:50:00,2016-7-10 7:25:00,国内,Y,E90,140
HU,6260,2016-7-10 1:15:00,2016-7-10 7:30:00,国内,Y,738,378
ZH,6261,2016-7-10 0:55:00,2016-7-10 7:30:00,国内,Y,320,312
FM,6262,2016-7-9 23:40:00,2016-7-10 7:30:00,国内,Y,738,378
CZ,6263,2016-7-9 22:05:00,2016-7-10 7:30:00,国际,Y,73G,268
ZH,6264,2016-7-10 1:05:00,2016-7-10 7:35:00,国内,Y,320,312
CZ,6265,2016-7-9 23:35:00,2016-7-10 7:35:00,国内,Y,E90,140
CZ,6266,2016-7-9 23:00:00,2016-7-10 7:35:00,国内,Y,738,378
JD,6267,2016-7-9 22:45:00,2016-7-10 7:35:00,国内,Y,320,312
HU,6268,2016-7-10 0:25:00,2016-7-10 7:40:00,国内,Y,738,378
OQ,6269,2016-7-9 23:15:00,2016-7-10 7:40:00,国内,Y,320,312
CZ,6270,2016-7-9 19:30:00,2016-7-10 7:40:00,国内,Y,73G,268
HU,6271,2016-7-9 16:35:00,2016-7-10 7:40:00,国内,Y,738,378
FM,6272,2016-7-10 1:25:00,2016-7-10 7:45:00,国内,Y,738,378
MU,6273,2016-7-10 0:30:00,2016-7-10 7:45:00,国内,Y,738,378
CZ,6274,2016-7-9 21:45:00,2016-7-10 7:45:00,国内,Y,738,378
AQ,6275,2016-7-10 1:15:00,2016-7-10 7:50:00,国内,Y,738,378
ZH,6276,2016-7-9 23:45:00,2016-7-10 7:50:00,国内,Y,320,312
FM,6277,2016-7-9 18:40:00,2016-7-10 7:50:00,国内,Y,738,378
CA,6278,2016-7-9 18:10:00,2016-7-10 7:50:00,国内,Y,73G,268
HU,6279,2016-7-9 23:20:00,2016-7-10 7:55:00,国内,Y,738,378
CZ,6280,2016-7-9 22:55:00,2016-7-10 7:55:00,国内,Y,738,378
HU,6281,2016-7-9 21:15:00,2016-7-10 7:55:00,国内,Y,738,378
CZ,6282,2016-7-10 6:50:00,2016-7-10 8:00:00,国内,Y,321,362
CZ,6283,2016-7-10 6:00:00,2016-7-10 8:00:00,国内,Y,788,500
CZ,6284,2016-7-10 5:15:00,2016-7-10 8:00:00,国内,Y,788,500
CZ,6285,2016-7-9 20:10:00,2016-7-10 8:00:00,国内,2,320,312
CZ,6286,2016-7-9 19:00:00,2016-7-10 8:00:00,国内,3,773,1100
MU,6287,2016-7-10 1:25:00,2016-7-10 8:05:00,国内,Y,738,378
CZ,6288,2016-7-9 22:40:00,2016-7-10 8:05:00,国内,Y,320,312
CA,6289,2016-7-9 21:20:00,2016-7-10 8:05:00,国内,Y,773,1100
CZ,6290,2016-7-9 19:30:00,2016-7-10 8:05:00,国内,Y,738,378
HU,6291,2016-7-10 0:45:00,2016-7-10 8:10:00,国内,Y,788,500
CZ,6292,2016-7-9 23:55:00,2016-7-10 8:10:00,国内,Y,320,312
CZ,6293,2016-7-9 22:05:00,2016-7-10 8:10:00,国内,Y,320,312
CZ,6294,2016-7-9 19:35:00,2016-7-10 8:10:00,国内,Y,73H,238
CZ,6295,2016-7-10 6:50:00,2016-7-10 8:15:00,国际,Y,73G,268
CZ,6296,2016-7-10 0:30:00,2016-7-10 8:15:00,国内,Y,320,312
CZ,6297,2016-7-10 0:10:00,2016-7-10 8:15:00,国内,Y,320,312
CZ,6298,2016-7-9 23:30:00,2016-7-10 8:15:00,国内,Y,320,312
CZ,6299,2016-7-10 5:25:00,2016-7-10 8:20:00,国际,Y,333,880
CZ,6300,2016-7-9 23:15:00,2016-7-10 8:20:00,国内,Y,332,606
CZ,6301,2016-7-9 21:55:00,2016-7-10 8:20:00,国内,Y,320,312
CZ,6302,2016-7-9 19:25:00,2016-7-10 8:20:00,国内,Y,320,312
CZ,6303,2016-7-10 6:00:00,2016-7-10 8:25:00,国内,Y,738,378
CZ,6304,2016-7-10 0:50:00,2016-7-10 8:25:00,国内,Y,321,362
CZ,6305,2016-7-10 0:20:00,2016-7-10 8:25:00,国内,Y,319,252
CZ,6306,2016-7-9 18:20:00,2016-7-10 8:25:00,国际,Y,738,378
CZ,6307,2016-7-10 5:45:00,2016-7-10 8:30:00,国内,Y,319,252
CA,6308,2016-7-10 0:15:00,2016-7-10 8:30:00,国内,Y,319,252
MU,6309,2016-7-9 23:00:00,2016-7-10 8:30:00,国内,Y,738,378
CZ,6310,2016-7-9 21:50:00,2016-7-10 8:30:00,国际,Y,321,362
HU,6311,2016-7-10 7:35:00,2016-7-10 8:35:00,国内,4,73H,238
CZ,6312,2016-7-9 23:25:00,2016-7-10 8:35:00,国内,Y,E90,140
CZ,6313,2016-7-9 22:20:00,2016-7-10 8:35:00,国际,Y,319,252
CZ,6314,2016-7-9 21:35:00,2016-7-10 8:35:00,国际,Y,319,252
CA,6315,2016-7-9 21:25:00,2016-7-10 8:35:00,国内,Y,321,362
CZ,6316,2016-7-10 6:00:00,2016-7-10 8:40:00,国际,Y,332,606
CZ,6317,2016-7-10 0:05:00,2016-7-10 8:40:00,国际,Y,738,378
CZ,6318,2016-7-9 23:35:00,2016-7-10 8:40:00,国内,Y,738,378
CZ,6319,2016-7-9 23:35:00,2016-7-10 8:40:00,国际,Y,320,312
CZ,6320,2016-7-9 22:20:00,2016-7-10 8:45:00,国内,D,320,312
CA,6321,2016-7-9 21:05:00,2016-7-10 8:45:00,国内,Y,738,378
CZ,6322,2016-7-4 23:40:00,2016-7-10 8:45:00,国内,Y,319,252
CZ,6323,2016-7-9 23:50:00,2016-7-10 8:50:00,国内,Y,319,252
CZ,6324,2016-7-9 23:40:00,2016-7-10 8:50:00,国内,Y,738,378
CZ,6325,2016-7-9 22:40:00,2016-7-10 8:50:00,国际,Y,738,378
ZH,6326,2016-7-9 21:00:00,2016-7-10 8:50:00,国内,Y,738,378
ZH,6327,2016-7-10 7:55:00,2016-7-10 8:55:00,国内,3,320,312
ZH,6328,2016-7-9 23:10:00,2016-7-10 8:55:00,国内,Y,738,378
CZ,6330,2016-7-10 0:10:00,2016-7-10 9:00:00,国内,Y,320,312
CZ,6331,2016-7-9 18:50:00,2016-7-10 9:00:00,国际,Y,333,880
CZ,6332,2016-7-9 22:30:00,2016-7-10 9:05:00,国内,Y,319,252
CA,6333,2016-7-9 22:25:00,2016-7-10 9:05:00,国内,Y,738,378
CZ,6334,2016-7-9 21:40:00,2016-7-10 9:05:00,国际,Y,321,362
CZ,6335,2016-7-10 8:20:00,2016-7-10 9:10:00,国内,Y,320,312
BK,6336,2016-7-10 0:55:00,2016-7-10 9:10:00,国内,Y,739,378
HU,6337,2016-7-9 22:15:00,2016-7-10 9:10:00,国内,Y,738,378
NH,6338,2016-7-9 21:45:00,2016-7-10 9:10:00,国际,Y,763,538
CZ,6339,2016-7-9 22:50:00,2016-7-10 9:15:00,国内,Y,320,312
CA,6340,2016-7-9 21:55:00,2016-7-10 9:15:00,国内,Y,738,378
CZ,6341,2016-7-9 21:50:00,2016-7-10 9:15:00,国内,Y,738,378
HU,6342,2016-7-10 8:10:00,2016-7-10 9:20:00,国内,Y,738,378
ZH,6343,2016-7-9 23:05:00,2016-7-10 9:20:00,国内,Y,320,312
CZ,6344,2016-7-9 20:25:00,2016-7-10 9:20:00,国内,Y,320,312
ZH,6345,2016-7-10 0:40:00,2016-7-10 9:25:00,国内,Y,738,378
CZ,6346,2016-7-10 0:25:00,2016-7-10 9:25:00,国内,Y,738,378
CZ,6347,2016-7-9 20:45:00,2016-7-10 9:25:00,国内,Y,738,378
CZ,6348,2016-7-9 19:15:00,2016-7-10 9:25:00,国际,Y,321,362
CZ,6349,2016-7-10 8:30:00,2016-7-10 9:30:00,国内,Y,32V,312
HO,6350,2016-7-10 1:25:00,2016-7-10 9:30:00,国内,Y,320,312
MU,6351,2016-7-10 0:40:00,2016-7-10 9:30:00,国内,Y,738,378
CZ,6352,2016-7-9 21:50:00,2016-7-10 9:30:00,国际,Y,788,500
PN,6353,2016-7-10 8:30:00,2016-7-10 9:35:00,国内,Y,320,312
MF,6354,2016-7-10 8:25:00,2016-7-10 9:40:00,国内,Y,738,378
ZH,6355,2016-7-10 8:30:00,2016-7-10 9:45:00,国内,Y,320,312
CZ,6356,2016-7-9 23:25:00,2016-7-10 9:45:00,国际,Y,E90,140
CZ,6357,2016-7-9 20:50:00,2016-7-10 9:45:00,国内,Y,73G,268
CZ,6358,2016-7-9 19:20:00,2016-7-10 9:45:00,国内,Y,738,378
ZH,6359,2016-7-10 1:10:00,2016-7-10 9:50:00,国内,Y,738,378
HU,6360,2016-7-10 0:20:00,2016-7-10 9:50:00,国内,Y,738,378
KA,6361,2016-7-10 8:55:00,2016-7-10 9:55:00,国际,Y,333,880
CZ,6362,2016-7-10 8:50:00,2016-7-10 9:55:00,国内,Y,738,378
CZ,6363,2016-7-10 6:50:00,2016-7-10 10:00:00,国内,Y,332,606
CZ,6364,2016-7-9 21:55:00,2016-7-10 10:00:00,国内,Y,321,362
HU,6365,2016-7-10 9:15:00,2016-7-10 10:10:00,国内,3,738,378
CZ,6366,2016-7-10 9:05:00,2016-7-10 10:10:00,国内,Y,32V,312
CZ,6367,2016-7-9 23:55:00,2016-7-10 10:10:00,国内,Y,738,378
CZ,6368,2016-7-9 22:35:00,2016-7-10 10:10:00,国内,Y,320,312
3U,6369,2016-7-10 9:10:00,2016-7-10 10:15:00,国内,Y,321,362
HU,6370,2016-7-9 22:40:00,2016-7-10 10:15:00,国内,Y,738,378
AK,6371,2016-7-10 9:35:00,2016-7-10 10:20:00,国际,Y,320,312
CZ,6372,2016-7-10 9:10:00,2016-7-10 10:20:00,国内,Y,738,378
CZ,6373,2016-7-9 20:55:00,2016-7-10 10:20:00,国内,Y,333,880
CZ,6374,2016-7-9 20:15:00,2016-7-10 10:20:00,国内,Y,E90,140
CZ,6375,2016-7-10 9:30:00,2016-7-10 10:25:00,国内,Y,738,378
3U,6376,2016-7-10 9:20:00,2016-7-10 10:25:00,国内,Y,321,362
CZ,6377,2016-7-9 23:50:00,2016-7-10 10:25:00,国内,Y,320,312
MU,6378,2016-7-10 9:25:00,2016-7-10 10:30:00,国内,Y,321,362
CA,6379,2016-7-10 0:20:00,2016-7-10 10:30:00,国内,Y,738,378
CZ,6380,2016-7-10 9:45:00,2016-7-10 10:35:00,国内,Y,320,312
TR,6381,2016-7-10 9:55:00,2016-7-10 10:40:00,国际,Y,320,312
9C,6382,2016-7-10 9:40:00,2016-7-10 10:40:00,国内,Y,32V,312
CA,6383,2016-7-10 9:30:00,2016-7-10 10:40:00,国内,Y,321,362
CZ,6384,2016-7-10 8:55:00,2016-7-10 10:40:00,国内,Y,320,312
OQ,6385,2016-7-10 9:55:00,2016-7-10 10:45:00,国内,Y,320,312
EU,6386,2016-7-10 9:40:00,2016-7-10 10:45:00,国内,Y,32V,312
ZH,6387,2016-7-10 9:30:00,2016-7-10 10:45:00,国内,Y,738,378
CZ,6388,2016-7-10 9:15:00,2016-7-10 10:45:00,国内,Y,738,378
HU,6389,2016-7-10 9:50:00,2016-7-10 10:50:00,国内,Y,738,378
MU,6390,2016-7-10 9:50:00,2016-7-10 10:50:00,国内,Y,32V,312
ZH,6391,2016-7-10 9:45:00,2016-7-10 10:50:00,国内,Y,738,378
ZH,6392,2016-7-10 7:00:00,2016-7-10 10:50:00,国内,Y,320,312
MU,6393,2016-7-10 10:00:00,2016-7-10 10:55:00,国内,Y,320,312
CA,6394,2016-7-10 10:00:00,2016-7-10 10:55:00,国内,Y,738,378
MF,6395,2016-7-10 9:50:00,2016-7-10 10:55:00,国内,Y,738,378
CZ,6396,2016-7-10 4:25:00,2016-7-10 10:55:00,国际,Y,321,362
CZ,6397,2016-7-10 9:45:00,2016-7-10 11:00:00,国内,Y,788,500
YT,6398,2016-7-10 1:00:00,2016-7-10 11:00:00,国内,5,G55,
SU,6399,2016-7-10 9:40:00,2016-7-10 11:10:00,国际,Y,333,880
CZ,6400,2016-7-10 10:15:00,2016-7-10 11:15:00,国内,Y,738,378
HU,6401,2016-7-10 10:10:00,2016-7-10 11:15:00,国内,Y,332,606
MU,6402,2016-7-10 10:10:00,2016-7-10 11:15:00,国内,Y,738,378
MF,6403,2016-7-10 10:10:00,2016-7-10 11:15:00,国内,Y,738,378
CZ,6404,2016-7-10 10:20:00,2016-7-10 11:20:00,国内,Y,32V,312
MU,6405,2016-7-10 10:20:00,2016-7-10 11:20:00,国内,Y,320,312
MU,6406,2016-7-10 10:15:00,2016-7-10 11:20:00,国内,Y,320,312
HU,6407,2016-7-10 9:35:00,2016-7-10 11:20:00,国内,Y,738,378
CZ,6408,2016-7-10 10:35:00,2016-7-10 11:25:00,国内,Y,320,312
MU,6409,2016-7-10 10:20:00,2016-7-10 11:25:00,国内,Y,738,378
CZ,6410,2016-7-10 10:00:00,2016-7-10 11:25:00,国内,Y,738,378
CZ,6411,2016-7-9 21:40:00,2016-7-10 11:25:00,国际,Y,320,312
CA,6412,2016-7-10 10:20:00,2016-7-10 11:30:00,国内,Y,320,312
FM,6413,2016-7-10 9:50:00,2016-7-10 11:30:00,国内,Y,73H,238
CZ,6414,2016-7-10 6:00:00,2016-7-10 11:30:00,国际,Y,333,880
ZH,6415,2016-7-10 10:50:00,2016-7-10 11:35:00,国内,Y,320,312
CZ,6416,2016-7-10 10:45:00,2016-7-10 11:45:00,国内,Y,321,362
HU,6417,2016-7-10 10:40:00,2016-7-10 11:45:00,国内,Y,738,378
CZ,6418,2016-7-10 9:35:00,2016-7-10 11:45:00,国内,Y,738,378
CZ,6419,2016-7-9 21:10:00,2016-7-10 11:45:00,混合,Y,332,606
OQ,6420,2016-7-10 10:50:00,2016-7-10 11:50:00,国内,Y,320,312
CZ,6421,2016-7-10 0:15:00,2016-7-10 11:50:00,国内,Y,321,362
CZ,6422,2016-7-9 23:50:00,2016-7-10 11:50:00,国内,Y,319,252
CZ,6423,2016-7-9 22:35:00,2016-7-10 11:50:00,国内,Y,320,312
HU,6424,2016-7-10 11:05:00,2016-7-10 11:55:00,国内,Y,738,378
CA,6425,2016-7-10 10:45:00,2016-7-10 11:55:00,国内,Y,738,378
CZ,6426,2016-7-10 10:45:00,2016-7-10 11:55:00,国内,Y,738,378
MU,6427,2016-7-10 10:40:00,2016-7-10 11:55:00,国内,3,333,880
CZ,6428,2016-7-10 10:50:00,2016-7-10 12:00:00,国内,Y,332,606
SC,6429,2016-7-10 10:45:00,2016-7-10 12:00:00,国内,Y,73H,238
CZ,6430,2016-7-10 1:00:00,2016-7-10 12:00:00,国际,Y,773,1100
CZ,6431,2016-7-9 20:45:00,2016-7-10 12:00:00,国内,Y,332,606
CZ,6432,2016-7-9 20:30:00,2016-7-10 12:00:00,国内,Y,319,252
MU,6433,2016-7-10 10:55:00,2016-7-10 12:05:00,国内,Y,738,378
SC,6434,2016-7-10 11:05:00,2016-7-10 12:10:00,国内,Y,738,378
ZH,6435,2016-7-10 10:55:00,2016-7-10 12:10:00,国内,Y,320,312
MU,6436,2016-7-10 10:50:00,2016-7-10 12:10:00,国内,Y,321,362
NS,6437,2016-7-10 11:05:00,2016-7-10 12:15:00,国内,Y,738,378
CZ,6438,2016-7-10 11:15:00,2016-7-10 12:20:00,国内,Y,319,252
OZ,6439,2016-7-10 11:10:00,2016-7-10 12:20:00,国际,Y,333,880
CZ,6440,2016-7-10 9:35:00,2016-7-10 12:20:00,国内,Y,E90,140
CZ,6441,2016-7-10 9:30:00,2016-7-10 12:20:00,国内,Y,73W,298
CZ,6442,2016-7-10 11:20:00,2016-7-10 12:25:00,国内,Y,319,252
MF,6443,2016-7-10 11:15:00,2016-7-10 12:25:00,国内,Y,738,378
CZ,6444,2016-7-10 10:40:00,2016-7-10 12:25:00,国内,Y,320,312
CZ,6445,2016-7-10 11:40:00,2016-7-10 12:30:00,国内,Y,319,252
FM,6446,2016-7-10 10:55:00,2016-7-10 12:30:00,国内,Y,333,880
CA,6447,2016-7-10 10:55:00,2016-7-10 12:30:00,国内,3,321,362
CZ,6448,2016-7-10 11:45:00,2016-7-10 12:35:00,国内,Y,738,378
CZ,6449,2016-7-10 11:40:00,2016-7-10 12:35:00,国际,Y,321,362
FM,6450,2016-7-10 11:25:00,2016-7-10 12:35:00,国内,Y,738,378
CA,6451,2016-7-9 23:05:00,2016-7-10 12:35:00,国内,Y,73G,268
KE,6452,2016-7-10 11:30:00,2016-7-10 12:40:00,国际,Y,773,1100
CZ,6453,2016-7-10 11:20:00,2016-7-10 12:40:00,国际,Y,738,378
CA,6454,2016-7-10 11:55:00,2016-7-10 12:45:00,国内,Y,73W,298
CZ,6455,2016-7-10 11:35:00,2016-7-10 12:45:00,国内,Y,321,362
CZ,6456,2016-7-10 11:30:00,2016-7-10 12:45:00,国内,Y,E90,140
CZ,6457,2016-7-10 10:25:00,2016-7-10 12:45:00,国际,Y,321,362
SC,6458,2016-7-10 11:25:00,2016-7-10 12:50:00,国内,Y,738,378
CZ,6459,2016-7-9 23:45:00,2016-7-10 12:50:00,混合,Y,73G,268
HU,6460,2016-7-10 11:50:00,2016-7-10 12:55:00,国内,Y,333,880
CZ,6461,2016-7-10 11:35:00,2016-7-10 12:55:00,国内,Y,321,362
CZ,6462,2016-7-10 11:55:00,2016-7-10 13:00:00,国内,Y,333,880
CZ,6463,2016-7-10 11:45:00,2016-7-10 13:00:00,国内,Y,321,362
CZ,6464,2016-7-9 23:55:00,2016-7-10 13:00:00,国内,Y,738,378
ZH,6465,2016-7-9 22:20:00,2016-7-10 13:00:00,国内,Y,73H,238
CZ,6466,2016-7-10 11:30:00,2016-7-10 13:05:00,国际,Y,73W,298
CZ,6467,2016-7-9 21:25:00,2016-7-10 13:05:00,国内,Y,738,378
MU,6468,2016-7-10 12:05:00,2016-7-10 13:10:00,国内,Y,320,312
BR,6469,2016-7-10 11:55:00,2016-7-10 13:10:00,国际,Y,773,1100
MF,6470,2016-7-10 12:10:00,2016-7-10 13:15:00,国内,Y,738,378
ZH,6471,2016-7-10 11:50:00,2016-7-10 13:15:00,国内,Y,738,378
CZ,6472,2016-7-10 11:20:00,2016-7-10 13:15:00,国内,Y,738,378
CZ,6473,2016-7-10 12:10:00,2016-7-10 13:20:00,国内,Y,320,312
3U,6474,2016-7-10 12:05:00,2016-7-10 13:20:00,国内,Y,320,312
CZ,6475,2016-7-10 11:50:00,2016-7-10 13:20:00,国内,Y,321,362
CZ,6476,2016-7-10 11:40:00,2016-7-10 13:20:00,国内,Y,738,378
MU,6477,2016-7-10 12:25:00,2016-7-10 13:25:00,国内,Y,321,362
SQ,6478,2016-7-10 12:20:00,2016-7-10 13:25:00,国际,Y,333,880
CZ,6479,2016-7-10 12:05:00,2016-7-10 13:25:00,国内,Y,320,312
CA,6480,2016-7-10 12:25:00,2016-7-10 13:30:00,国内,Y,333,880
FM,6481,2016-7-10 11:55:00,2016-7-10 13:30:00,国内,Y,73H,238
CA,6482,2016-7-10 11:45:00,2016-7-10 13:30:00,国内,Y,321,362
CZ,6483,2016-7-10 12:30:00,2016-7-10 13:35:00,国内,Y,319,252
CZ,6484,2016-7-10 12:25:00,2016-7-10 13:35:00,国内,Y,738,378
CZ,6485,2016-7-10 12:30:00,2016-7-10 13:40:00,国内,Y,738,378
ZH,6486,2016-7-10 9:55:00,2016-7-10 13:40:00,国内,Y,738,378
JD,6487,2016-7-10 12:40:00,2016-7-10 13:45:00,国内,Y,320,312
K6,6488,2016-7-10 12:35:00,2016-7-10 13:45:00,国际,Y,321,362
CZ,6489,2016-7-10 11:45:00,2016-7-10 13:45:00,国内,Y,319,252
FM,6490,2016-7-10 12:40:00,2016-7-10 13:50:00,国内,Y,738,378
CZ,6491,2016-7-10 10:25:00,2016-7-10 13:50:00,国际,Y,738,378
CZ,6492,2016-7-4 21:45:00,2016-7-10 13:50:00,国内,Y,738,378
CZ,6493,2016-7-10 12:20:00,2016-7-10 13:55:00,国内,Y,321,362
CZ,6494,2016-7-10 12:10:00,2016-7-10 13:55:00,国内,Y,321,362
CZ,6495,2016-7-10 13:05:00,2016-7-10 14:00:00,混合,Y,320,312
CZ,6496,2016-7-9 22:55:00,2016-7-10 14:00:00,国内,3,773,1100
ZH,6497,2016-7-9 21:10:00,2016-7-10 14:00:00,国内,Y,738,378
CZ,6498,2016-7-9 19:20:00,2016-7-10 14:00:00,国际,Y,773,1100
CZ,6499,2016-7-10 12:20:00,2016-7-10 14:05:00,国际,Y,E90,140
ZH,6500,2016-7-10 11:35:00,2016-7-10 14:05:00,国内,Y,320,312
CZ,6501,2016-7-10 13:05:00,2016-7-10 14:10:00,国内,Y,320,312
KN,6502,2016-7-10 13:00:00,2016-7-10 14:10:00,国内,Y,738,378
ZH,6503,2016-7-10 12:50:00,2016-7-10 14:10:00,国内,Y,320,312
MU,6504,2016-7-10 12:20:00,2016-7-10 14:10:00,国内,Y,738,378
8M,6505,2016-7-10 13:15:00,2016-7-10 14:15:00,国际,Y,319,252
NH,6506,2016-7-10 13:05:00,2016-7-10 14:15:00,国际,Y,763,538
CZ,6507,2016-7-10 6:25:00,2016-7-10 14:15:00,国际,Y,738,378
CZ,6508,2016-7-10 13:10:00,2016-7-10 14:20:00,国内,Y,319,252
CZ,6509,2016-7-10 12:55:00,2016-7-10 14:20:00,国内,Y,319,252
MF,6510,2016-7-10 13:20:00,2016-7-10 14:25:00,国内,Y,73G,268
CZ,6511,2016-7-10 13:15:00,2016-7-10 14:25:00,国内,Y,738,378
CZ,6512,2016-7-10 12:45:00,2016-7-10 14:25:00,国内,Y,333,880
MU,6513,2016-7-10 13:25:00,2016-7-10 14:30:00,国内,Y,73G,268
MU,6514,2016-7-10 12:55:00,2016-7-10 14:30:00,国内,Y,321,362
JL,6515,2016-7-10 12:30:00,2016-7-10 14:30:00,国际,Y,763,538
CZ,6516,2016-7-9 21:20:00,2016-7-10 14:30:00,国际,Y,332,606
GJ,6517,2016-7-10 13:35:00,2016-7-10 14:40:00,国内,Y,32V,312
MH,6518,2016-7-10 13:35:00,2016-7-10 14:40:00,国际,Y,738,378
CZ,6519,2016-7-10 13:30:00,2016-7-10 14:45:00,国内,Y,738,378
HU,6520,2016-7-10 13:20:00,2016-7-10 14:45:00,国内,Y,738,378
